Project ID,Project Status,Project Name,Street Number ,Street Name,Street Type,Zip Code,Supervisor District,City Analysis Neighborhood,Lead Agency,Program Area,Project Area,Project Type,Housing Tenure,Issuance of Notice to Proceed,Issuance of Building Permit,Issuance of First Construction Document,Estimated/Actual Construction Start Date,Estimated Construction Completion,Project Lead Sponsor,Project Co-Sponsor,Project Owner,Planning  Case Number,Property Informaiton Map Link,Planning Entitlements,Entitlement Approval,Section 415 Declaration,Project Units,Affordable Units,Market Rate Units,% Affordable,SRO Units,Studio Units,1bd Units,2bd Units,3bd Units,4bd Units,5+ bd Units,Mobility Units,Manager Units,Manager Unit(s) Type,Family Units,Senior Units,TAY Units,Homeless Units,Disabled Units,LOSP Units,Public Housing Replacement Units,20% AMI,30% AMI,40% AMi,50% AMI,55% AMI,60% AMI,80% AMI,90% AMI,100% AMI,105% AMI,110% AMI,120% AMI,130% AMI,150% AMI,AMI Undeclared,Latitude,Longitude,Location
2016-118,(5) First Construction Document Issued,950 Tennessee,950,Tennessee,St,94107,10,Potrero Hill,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,06/08/2018,11/05/2018,11/05/2018,12/29/2020,Will Mollard,,,2014.1434,http://propertymap.sfplanning.org/?search=2014.1434,"2014.1434COA,2014.1434ENV,2014.1434ENX,2014.1434PPA,2014.1434U",12/15/2016,Fee Payment,103,0,103,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.759747579,-122.389882082999,POINT (-122.389882082999 37.759747579)
2016-100,(1) Preliminary Phase,"HPSY II-CP, Block 4B",,Address not yet assigned,,94124,10,Bayview Hunters Point,OCII,Multifamily Rental Program,Candlestick Point,New Construction,Unknown,06/30/2029,,,06/30/2029,12/22/2030,Developer not yet selected,,Developer not yet selected,Not Applicable,,,,,90,89,1,99,0,0,0,0,0,0,0,0,1,,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2017-038,(2) Predevelopment Feasibility,"Octavia Blvd Parcels R, S and U",,Octavia,Blvd,94102,5,Hayes Valley,MOHCD,Multifamily Rental Program,0,New Construction,Rental,09/01/2021,,,09/01/2021,04/01/2023,Tenderloin Neighborhood Development Corporation,,,Not Yet Available,,,04/01/2020,,104,103,1,99,0,88,15,0,0,0,0,0,1,studio,73,0,30,30,0,30,0,0,30,0,0,0,73,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
1989-003,(1) Preliminary Phase,Abel Gonzales Apartments,1045,Capp,St,94110,9,Mission,MOHCD,Bond Financed Multifamily Housing,0,Rehabilitation,Rental,,,,,,Mission Housing Development Corporation,,Mission Housing Development Corporation,Not Yet Available,,,,,30,30,0,100,0,9,21,0,0,0,0,0,1,1bd,0,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,37.750012299,-122.416827188999,POINT (-122.416827188999 37.750012299)
2016-030,(5) First Construction Document Issued,462 Green,462,Green,St,94133,3,North Beach,MOHCD,Small Sites Program,0,Rehabilitation,Rental,09/24/2019,,,09/24/2019,11/01/2019,Chinatown Community Development Center,,"CCDC Small Sites, LLC",Not Applicable,,,,,7,7,0,100,0,1,0,6,0,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2017-010,(5) First Construction Document Issued,1298 Howard,1298,Howard,St,94103,6,South of Market,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,07/03/2018,,01/01/2019,02/24/2021,"Reuben, Junius & Rose, LLP",,,2014.0011,http://propertymap.sfplanning.org/?search=2014.0011,"2014.0011C,2014.0011E,2014.0011GEN-02,2014.0011PPA,2014.0011TDM,2014.0011U,2014.0011X",03/02/2017,On-site BMR Project,125,17,108,14,0,4,5,8,0,0,0,0,0,,153,0,0,253,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,37.775535143,-122.413090590999,POINT (-122.413090590999 37.775535143)
2017-028,(3) Design with Entitlements Approved,888 Tennessee,888,Tennessee,St,94107,10,Potrero Hill,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,,,10/18/2019,12/11/2021,"Reuben, Junius & Rose, LLP",,,2013.0975,http://propertymap.sfplanning.org/?search=2013.0975,"2013.0975COA,2013.0975E,2013.0975ENX,2013.0975SHD,2013.0975TDM,2013.0975U",10/19/2017,On-site BMR Project,110,17,93,15,0,3,7,6,1,0,0,0,0,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,37.760766264,-122.389984666999,POINT (-122.389984666999 37.760766264)
2019-013,(1) Preliminary Phase,Pier 70 C2A,,Address not yet assigned,,0,10,Potrero Hill,MOHCD,Multifamily Rental Program,0,New Construction,Rental,,,,,,Developer not yet selected,,,0,http://propertymap.sfplanning.org/?search=0,,,,100,100,0,100,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2015-068,(4) Site Work Permit Issued,1298 Valencia,1298,Valencia,St,94110,8,Mission,MOHCD,Inclusionary Housing Program,0,New Construction,Undeclared,,,,08/30/2019,10/23/2021,,,,2013.1404,http://propertymap.sfplanning.org/?search=2013.1404,,08/31/2017,"On-site BMR Project, Fee Payment",35,1,34,3,0,0,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.752309641,-122.420977366999,POINT (-122.420977366999 37.752309641)
2016-058,(3) Design with Entitlements Approved,"HPSY I, Block 52 (Inclusionary)",11,Jerrold,Ave,94124,10,Bayview Hunters Point,OCII,Limited Equity Program,HP Shipyard Phase 1,New Construction,Ownership,07/01/2020,,,07/01/2020,12/23/2021,1899-12-31T00:00:00.000,,,Not Applicable,,,06/07/2014,,77,9,68,12,0,0,0,0,0,0,0,0,0,,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-050,(3) Design with Entitlements Approved,1200 17th (related to 901 16th),1200,17th,St,94107,10,Mission Bay,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,,,05/11/2018,07/04/2020,"Potrero Partners, LLC",,,2011.1300,http://propertymap.sfplanning.org/?search=2011.1300,"2011.1300E,2011.1300K,2011.1300PPA,2011.1300U,2011.1300X",05/12/2016,Fee Payment,135,0,135,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.765836629,-122.395688368999,POINT (-122.395688368999 37.765836629)
2013-043,(6) Complete,Alemany,951,Ellsworth,St,94110,9,Bernal Heights,MOHCD,Rental Assistance Demonstration Program (RAD),0,Rehabilitation,Rental,11/07/2016,07/26/2016,11/01/2016,11/01/2016,07/01/2019,Bernal Heights Neighborhood Center,BRIDGE Housing Corporation,"Alemany Housing Associates, LP",2015-018080PRJ,http://propertymap.sfplanning.org/?search=2015-018080PRJ,"2015-018080CUA,2015-018080VAR,2016-001269ENV,2016-001269PRJ",,,150,148,2,99,0,0,7,98,41,2,0,10,2,"2bd, 3bd",148,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2017-023,(4) Site Work Permit Issued,301 6th St,301,6th,St,94107,6,South of Market,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,03/26/2019,,09/24/2019,11/17/2021,"Reuben, Junius & Rose, LLP",,,2013.0538,http://propertymap.sfplanning.org/?search=2013.0538,"2013.0538E,2013.0538ENX,2013.0538SHD,2013.0538TDM,2013.0538U",10/05/2017,On-site BMR Project,95,13,82,14,0,3,5,5,0,0,0,0,0,,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,37.778441913,-122.405086420999,POINT (-122.405086420999 37.778441913)
2015-064,(5) First Construction Document Issued,502 7th,502,7th,St,94103,6,South of Market,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,07/19/2017,11/20/2017,11/20/2017,01/14/2020,"Reuben, Junius & Rose, LLP",,,2014.1575,http://propertymap.sfplanning.org/?search=2014.1575,"2014.1575CND,2014.1575ENV,2014.1575PPA,2014.1575U,2015-004272GEN",10/25/2016,Fee Payment,16,0,16,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.773993892,-122.404788072999,POINT (-122.404788072999 37.773993892)
2012-004,(6) Complete,Alice Griffith Phase 4 (Block 5),2800,Arelious Walker,Dr,94124,10,Bayview Hunters Point,OCII,HOPE SF,Candlestick Point,New Construction,Rental,08/15/2017,03/13/2017,06/22/2017,06/22/2017,05/02/2019,McCormack Baron Salazar,Tabernacle Community Development Corporation,"Alice Griffith Phase 4, LP",Not Applicable,,,,,31,31,0,100,0,0,12,6,0,10,3,3,1,2bd,31,0,0,0,0,0,19,0,0,0,19,0,12,0,0,0,0,0,0,0,0,0,37.717916097,-122.386426872999,POINT (-122.386426872999 37.717916097)
2018-026,(5) First Construction Document Issued,2255 Taraval St,2255,Taraval,St,94116,4,Sunset/Parkside,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,07/31/2018,04/18/2019,04/18/2019,06/11/2021,Tom Coyne,,,2013.0499,http://propertymap.sfplanning.org/?search=2013.0499,"2013.0499E,2013.0499PPA,2013.0499TDM,2013.0499U",06/10/2017,On-site BMR Project,10,1,9,10,0,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-127,(2) Predevelopment Feasibility,CPS- Block 6a,99,Harney Way,,94124,10,Bayview Hunters Point,OCII,Limited Equity Program,HP Shipyard Phase 2,New Construction,Ownership,07/01/2023,,,07/01/2023,12/23/2023,,,,0,http://propertymap.sfplanning.org/?search=0,,,,128,13,115,10,0,0,0,0,0,0,0,0,0,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-019,(5) First Construction Document Issued,88 Arkansas,88,Arkansas,St,94107,10,Mission Bay,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,11/09/2016,01/17/2018,01/17/2018,03/12/2020,Patrick McNerney,,,2015-000453PRJ,http://propertymap.sfplanning.org/?search=2015-000453PRJ,"2014-003150PPA,2015-000453CND,2015-000453ENV,2015-000453ENX,2015-000453SHD",03/03/2016,On-site BMR Project,127,25,102,20,0,5,10,8,2,0,0,0,0,,25,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,37.765350917,-122.399133961999,POINT (-122.399133961999 37.765350917)
2015-010,(4) Site Work Permit Issued,19-25 Mason  & 2-16 Turk,hin,Mason,St,94102,6,Tenderloin,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,12/05/2018,,06/05/2019,07/29/2021,"American Pacific International Capital, Inc.",,,2012.0678,http://propertymap.sfplanning.org/?search=2012.0678,"2012.0678C,2012.0678E,2012.0678K,2012.0678PPA,2012.0678U,2012.0678V,2012.0678X",04/16/2015,Fee Payment,155,0,155,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.783687362,-122.409574739999,POINT (-122.409574739999 37.783687362)
2019-004,(4) Site Work Permit Issued,1830 Alemany Blvd (formerly 915 Cayuga Ave),1830,Alemany,Blvd,94112,11,Outer Mission,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,,,04/09/2021,06/03/2023,"SYTS Investments, LLC",,,2016-013850PRJ,http://propertymap.sfplanning.org/?search=2016-013850PRJ,,04/11/2019,On-site BMR Project,116,58,58,50,0,16,17,21,4,0,0,0,0,,58,0,0,0,0,0,0,0,0,0,0,11,0,12,0,35,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2013-042,(5) First Construction Document Issued,350 Ellis,350,Ellis,St,94102,6,Tenderloin,MOHCD,Rental Assistance Demonstration Program (RAD),0,Rehabilitation,Rental,11/07/2016,,,11/07/2016,09/30/2019,Tenderloin Neighborhood Development Corporation,,"Ellis 350 Associates, LP",2015-009851PRJ,http://propertymap.sfplanning.org/?search=2015-009851PRJ,2015-009851ENV,,,96,96,0,100,0,72,24,0,0,0,0,5,0,,0,96,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2015-063,(5) First Construction Document Issued,37 Grace,37,Grace,St,94103,6,South of Market,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,03/30/2018,07/03/2018,07/03/2018,08/26/2020,D-Sheme Studio Architects,,,2014-002016PRJ,http://propertymap.sfplanning.org/?search=2014-002016PRJ,"12059PRV,2014-002016ENV,2014-002016PPA,2014-002016VAR",10/13/2017,Fee Payment,11,0,11,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.775157176,-122.414565016999,POINT (-122.414565016999 37.775157176)
2016-122,(5) First Construction Document Issued,1335 Larkin,1335,Larkin,St,94109,3,Nob Hill,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,08/09/2017,11/13/2018,11/13/2018,01/06/2021,Town Consulting,,,2013.0491,http://propertymap.sfplanning.org/?search=2013.0491,"2013.0491DRP,2013.0491E,2013.0491PPA,2013.0491U,2013.0491V",09/21/2016,Fee Payment,22,0,22,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.790330115,-122.419308362999,POINT (-122.419308362999 37.790330115)
2015-007,(5) First Construction Document Issued,Edwin M Lee Apts (MBS 3E),1150,03rd,St,94158,6,Mission Bay,OCII,Multifamily Rental Program,Mission Bay,New Construction,Rental,12/01/2017,06/14/2017,12/26/2017,12/26/2017,12/18/2019,Chinatown Community Development Center,Swords to Plowshares,MB3E LP,Not Applicable,,,,,119,118,1,99,0,12,55,30,21,0,0,0,1,2bd,118,0,0,62,0,0,0,0,62,0,33,0,23,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-088,(1) Preliminary Phase,Transbay Block 2 West,299,Fremont,St,94105,6,Financial District/South Beach,OCII,Multifamily Rental Program,Transbay,New Construction,Rental,01/01/2022,,,01/01/2022,01/01/2024,Developer not yet selected,,,Not Applicable,,,,,78,77,1,99,0,0,0,0,0,0,0,0,1,,77,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2017-008,(3) Design with Entitlements Approved,667 Folsom,667,Folsom,St,94107,6,Financial District/South Beach,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,,,01/04/2019,02/27/2021,"Reuben, Junius & Rose, LLP",,,2015-002604PRJ,http://propertymap.sfplanning.org/?search=2015-002604PRJ,"2015-002604ENV,2015-002604ENX,2015-002604PPA",01/05/2017,Fee Payment,230,0,230,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.784177151,-122.397768308999,POINT (-122.397768308999 37.784177151)
2016-063,(5) First Construction Document Issued,540 De Haro,540,De Haro,St,94107,10,Potrero Hill,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,12/27/2017,05/31/2018,05/31/2018,07/24/2020,,,,2014.0599,http://propertymap.sfplanning.org/?search=2014.0599,"2014.0599E,2014.0599ENX,2014.0599U",06/02/2016,Fee Payment,16,0,16,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.762907074,-122.401732115999,POINT (-122.401732115999 37.762907074)
2015-001,(2) Predevelopment Feasibility,266 4th St (4th and Folsom),266,4th,St,94103,6,South of Market,MOHCD,Multifamily Rental Program,0,New Construction,Rental,01/15/2022,,,01/15/2022,10/31/2023,Tenderloin Neighborhood Development Corporation,,Entity to be formed,Not Yet Available,,,,,70,69,1,99,0,29,12,28,0,0,0,2,1,2bd,69,0,0,35,0,35,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-065,(2) Predevelopment Feasibility,"HPSY I, Block 52 & 54",151,Friedell,St,94124,10,Bayview Hunters Point,OCII,Multifamily Rental Program,HP Shipyard Phase 1,New Construction,Rental,07/01/2020,,,07/01/2020,07/01/2022,McCormack Baron Salazar,Bayview Hunters Point Multiservice Senior Services,,Not Applicable,,,,,112,111,1,99,0,0,0,0,0,0,0,0,2,,111,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-093,(1) Preliminary Phase,Mission Bay South Block 9A,,Address not yet assigned,,94158,6,Mission Bay,OCII,Multifamily Rental Program,Mission Bay,New Construction,Ownership,01/01/2022,,,01/01/2022,01/01/2024,Developer not yet selected,,Developer not yet selected,Not Applicable,,,,,135,135,0,100,0,0,0,0,0,0,0,0,0,,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2013-016,(5) First Construction Document Issued,2290 3rd,2290,03rd,St,94107,10,Potrero Hill,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,07/29/2016,10/25/2018,10/25/2018,12/18/2020,"2290 Dogpatch, LLC",,,2005.0408,http://propertymap.sfplanning.org/?search=2005.0408,"2005.0408E,2005.0408E_3,2005.0408K,2005.0408X",08/08/2013,Fee Payment,71,0,71,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.76079825,-122.388901957999,POINT (-122.388901957999 37.76079825)
