Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,:@computed_region_bh8s_q3mv,:@computed_region_yftq_j783,:@computed_region_rxqg_mtj9,:@computed_region_jx4q_fizf,:@computed_region_uruc_drv6
201701116993,3,additions alterations or repairs,01/11/2017,0634,029,2635,,Sacramento,St,,,"additional dwelling unit to include (2) bedrooms, (1) bath, living/dining, kitchen per ord# 162-16. n/a for maher ordinance.",issued,06/17/2019,01/11/2017,06/17/2019,,,,4,4,,,06/01/2022,50000,150000,apartments,7,apartments,8,2,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78929431078025, -122.43622424580212)",1450073236107,102,4,6,30,29490,13,1,9,11
M753928,8,otc alterations permit,01/12/2017,0222A,057,1170,,Sacramento,St,16,A,street space,issued,01/12/2017,01/12/2017,01/12/2017,,,,,,,,,,1,,,,,,,,,,,,3,Nob Hill,94108,"(37.79293048567304, -122.41218963211746)",145011563066,16,6,3,21,28857,3,10,1,2
201701187325,8,otc alterations permit,01/18/2017,0237,014,353,,Sacramento,St,,,"9th floor: fire alarm includes add 7  new smoke detectors, 1 duct detector housing and 13 new strobes to extg fire alarm system. relocate 9  extg speakers. remove 14 old smoke detectors, and 18  old strobes. ref app#201612074359. n/a for maher.",complete,04/03/2017,01/18/2017,01/18/2017,04/03/2017,,,22,22,,Y,01/13/2018,12500,16348,office,,office,,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94111,"(37.793939246651824, -122.3997359594495)",145052763381,108,6,3,8,28860,4,10,1,2
201701187335,8,otc alterations permit,01/18/2017,0222A,050,1170,,Sacramento,St,14,B,"remodel two bathrooms. all fixtures to remain in (e) location. new vanities, stovve, tops, tile and paint. new hardwood flooring",complete,08/17/2017,01/18/2017,01/18/2017,08/17/2017,,,19,19,,,01/03/2020,150000,150000,apartments,73,apartments,73,0,,1,constr type 1,1,constr type 1,,3,Nob Hill,94108,"(37.79293048567304, -122.41218963211746)",145054163059,16,6,3,21,28857,3,10,1,2
201701187392,8,otc alterations permit,01/18/2017,0640,016,2015,,Sacramento,St,,,revision to pa 2016-0429-6170 (soft story). relocate steel moment frame from grid line 2 to grid line 1.5,complete,01/24/2017,01/18/2017,01/23/2017,01/24/2017,,,4,4,,,01/18/2018,1,1,apartments,11,apartments,11,2,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94109,"(37.790522854976274, -122.4263339713076)",145061377354,102,4,6,30,28858,13,1,6,11
M754967,8,otc alterations permit,01/19/2017,0221,004C,1250,,Sacramento,St,0,,street space,issued,01/19/2017,01/19/2017,01/19/2017,,,,,,,,,,1,,,,,,,,,,,,3,Nob Hill,94108,"(37.7926743162644, -122.41354744015892)",1450694296713,16,6,3,21,28857,5,10,1,2
201701237661,8,otc alterations permit,01/23/2017,0219,009,1444,,Sacramento,St,,,"repair water damage from roofing leak (small area of drywall) no work uvsible the street, repair are going to be done in rooms 2 & 3 & garage. repair in kind.",complete,02/03/2017,01/23/2017,01/23/2017,02/03/2017,,,3,3,,,01/18/2018,1000,1000,apartments,6,apartments,6,0,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94109,"(37.79227811419504, -122.41683070963646)",1450962280404,16,6,3,21,28858,5,10,1,2
M755567,8,otc alterations permit,01/24/2017,0222A,050,1170,,Sacramento,St,14,B,street space,issued,01/24/2017,01/24/2017,01/24/2017,,,,,,,,,,1,,,,,,,,,,,,3,Nob Hill,94108,"(37.79293048567304, -122.41218963211746)",145105263059,16,6,3,21,28857,3,10,1,2
201701247727,8,otc alterations permit,01/24/2017,0237,014,353,,Sacramento,St,,,"22nd floor: fa t.i. includes: add 5 new smoke detectors, one duct detector housing and 10 new strobes to extg fire alarm system. relocate 3 extg smoke detectors, 11 extg speakers.  n/a for maher. t.i app#201612074362",complete,04/03/2017,01/24/2017,01/24/2017,04/03/2017,,,22,22,,Y,01/19/2018,18000,18000,office,,office,,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94111,"(37.793939246651824, -122.3997359594495)",145105563381,108,6,3,8,28860,4,10,1,2
M755947,8,otc alterations permit,01/25/2017,1010,006,3516,,Sacramento,St,,,street space,issued,01/25/2017,01/25/2017,01/25/2017,,,,,,,,,,1,,,,,,,,,,,,2,Presidio Heights,94118,"(37.78794551577577, -122.45072253018225)",145122287009,10,8,6,31,54,11,1,9,11
201701267983,8,otc alterations permit,01/26/2017,0226,049,766,,Sacramento,St,,,recording the change in use of the space from medical service use to (legal non-conforming) massage use.,complete,01/16/2018,01/26/2017,01/26/2017,01/16/2018,,,3,3,,,01/21/2018,1,1,office,6,massage parlor,6,0,,3,constr type 3,3,constr type 3,,3,Chinatown,94108,"(37.79357573406728, -122.4057246498228)",145138363282,104,6,3,6,28857,3,10,1,2
201701268004,8,otc alterations permit,01/26/2017,1008,010,3354,,Sacramento,St,,,repair a part of the stcco located on the front facade approx 50 sf in kind.,complete,05/11/2017,01/26/2017,01/26/2017,05/11/2017,,,2,2,,,01/21/2018,1800,1800,office,0,office,0,0,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94118,"(37.788333473842826, -122.44797856420466)",145141886935,10,8,6,31,54,13,1,9,11
201701318277,8,otc alterations permit,01/31/2017,0218,015,1590,,Sacramento,St,0,,"unit # 3, kitchen remodel repolace cabinets, instlal tiles on walls & counterrop, install appliances",complete,04/11/2017,01/31/2017,01/31/2017,04/11/2017,,,5,5,,,01/26/2018,10000,22000,apartments,43,apartments,43,0,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94109,"(37.79190333230771, -122.41894307724294)",1451795296447,16,6,3,21,28858,5,10,1,2
M757327,8,otc alterations permit,01/31/2017,0631,020,2684,,Sacramento,St,,,street space,issued,01/31/2017,01/31/2017,01/31/2017,,,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94115,"(37.78968774114685, -122.43710220251172)",145180376978,102,4,6,30,29490,13,1,9,11
201702018364,8,otc alterations permit,02/01/2017,0237,016,353,,Sacramento,St,,,electrical work for ti on the 9th floor. ref pa 2016-1207-4359,issued,02/01/2017,02/01/2017,02/01/2017,,,,23,23,,,01/27/2018,5000,5000,office,0,office,0,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94111,"(37.79405271203426, -122.39975157573498)",145191063383,108,6,3,8,28860,4,10,1,2
201702018365,8,otc alterations permit,02/01/2017,0237,016,353,,Sacramento,St,,,electrical work for ti on 22/f.  ref pa 2016-12-07-4362,issued,02/01/2017,02/01/2017,02/01/2017,,,,23,23,,,01/27/2018,5000,5000,office,,office,,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94111,"(37.79405271203426, -122.39975157573498)",145191163383,108,6,3,8,28860,4,10,1,2
201702018415,8,otc alterations permit,02/01/2017,0622,058,1776,,Sacramento,St,605,,"remodel 2 bathrooms, no change on walls.",complete,04/21/2017,02/01/2017,02/01/2017,04/21/2017,,,7,7,,,01/27/2018,10000,10000,apartments,51,apartments,51,0,,1,constr type 1,1,constr type 1,,3,Nob Hill,94109,"(37.79161843397054, -122.42209822959731)",1451976478404,105,4,3,21,28858,13,10,6,2
201702018422,8,otc alterations permit,02/01/2017,0221,004B,1246,,Sacramento,St,0,,soft story retrofit per 2012 iebc apendix a-4.,complete,12/22/2017,02/01/2017,03/21/2017,12/22/2017,,,4,4,,,03/16/2018,90000,90000,apartments,8,apartments,8,2,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94108,"(37.79268623007833, -122.41345346127486)",1451982297144,16,6,3,21,28857,5,10,1,2
201702028472,8,otc alterations permit,02/02/2017,0642,025,1855,,Sacramento,St,2,,remodel bathroom at 2nd floor unit #2 at northwest corner of building.,issued,02/07/2017,02/02/2017,02/07/2017,,,,4,4,,,02/02/2018,11000,14000,apartments,13,apartments,13,2,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94109,"(37.79091116737084, -122.42337437609369)",145205577406,102,4,6,30,28858,13,1,6,11
201702028541,8,otc alterations permit,02/02/2017,0624,019,1940,,Sacramento,St,6,,"revision to pa# 201611223333. switch unit from 1 to 6. upgrade electrical installation throughout unit, replace light fixtures w/led. dining room, remove closets on western wall, remove swinging door to kitchen, relocate atrium door to west wall, build opening to kitchen, full bath, vanity counter",complete,06/14/2017,02/02/2017,02/02/2017,06/14/2017,,,6,6,,,01/28/2018,1,1,apartments,6,apartments,6,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94109,"(37.79125499966278, -122.4249498053433)",145214576615,102,4,6,30,28858,13,1,6,11
201702068655,3,additions alterations or repairs,02/06/2017,0634,025,2621,,Sacramento,St,,,upgrade structure - foundations & shear walls on ground floor.,issued,04/25/2017,02/06/2017,04/25/2017,,,,3,3,,,04/09/2020,90000,130000,2 family dwelling,2,2 family dwelling,2,2,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.789372454575094, -122.43605745259661)",1452313357565,102,4,6,30,29490,13,1,9,11
M758807,8,otc alterations permit,02/06/2017,0639,016,2135,,Sacramento,St,0,,street space,issued,02/06/2017,02/06/2017,02/06/2017,,,,,,,,,,0,,,,,,,,,,,,2,Pacific Heights,94109,"(37.79030921199572, -122.42807409407504)",1452314407003,102,4,6,30,28858,13,1,6,11
201702068700,8,otc alterations permit,02/06/2017,0644,023,1637,,Sacramento,St,,,"remodel 3 apts, unit 1 at 1st floor, unit 14 & 15 @ 4th floor. no structural or wall changes. remodel kitchens & baths in (e) fixutre locations. no change to layout, walls, doors or openings",issued,02/06/2017,02/06/2017,02/06/2017,,,,4,4,,,01/22/2020,120000,120000,apartments,16,apartments,16,0,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94109,"(37.79136920601388, -122.41981801183812)",1452379236217,105,4,3,21,28858,13,10,6,2
M759348,8,otc alterations permit,02/07/2017,0624,015,1940,,Sacramento,St,2,,street space,issued,02/07/2017,02/07/2017,02/07/2017,,,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94109,"(37.79125499966278, -122.4249498053433)",145252976611,102,4,6,30,28858,13,1,6,11
201702078870,8,otc alterations permit,02/07/2017,1003,011,2820,,Sacramento,St,,,compliance work for physical inspection report #cc-7876,complete,02/14/2018,02/07/2017,02/07/2017,02/14/2018,,,2,2,,,02/02/2018,1000,1000,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78941925861583, -122.4394493875683)",145260286725,102,4,6,30,29490,13,1,9,11
201702088891,8,otc alterations permit,02/08/2017,0638,065,2299,,Sacramento,St,9,,"#9- kitchen: level existing wall outlets, new hardwood floor in kind, new countertop.",complete,04/05/2017,02/08/2017,02/08/2017,04/05/2017,,,5,5,,,02/03/2018,6500,6500,apartments,20,apartments,20,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.79001132384316, -122.43048010415926)",145262677271,102,4,6,30,29490,13,1,6,11
201702088958,8,otc alterations permit,02/08/2017,0632,002A,2730,,Sacramento,St,,,"#2- rehabilitate existing kitchen & bathroom, install washer & dryer, install 2nd bathroom. n/a ordinance #155-13, maher n/a.",complete,04/20/2018,02/08/2017,01/16/2018,04/20/2018,,,4,4,,,01/11/2019,45000,80000,apartments,12,apartments,12,2,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.7895808243718, -122.43786103136216)",145271377009,102,4,6,30,29490,13,1,9,11
201702109170,8,otc alterations permit,02/10/2017,1008,010,3354,,Sacramento,St,,,"replace window in the front of building with aluminum windows in second floor in kind. same size, same location. u-factor less than .40",complete,04/04/2017,02/10/2017,02/10/2017,04/04/2017,,,2,2,,,02/05/2018,2500,2500,office,0,office,0,0,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94118,"(37.788333473842826, -122.44797856420466)",145299186935,10,8,6,31,54,13,1,9,11
201702149344,8,otc alterations permit,02/14/2017,1010,006,3516,,Sacramento,St,,,"to comply nov 201261884, adminstration revision to pa#200007316493 & 2000006142628, foundation seismic steel ada barrier removal, remove attic build new residence. this permit is to document full scope of work to be completed and document payment of fees based on additional $220,000.",issued,02/14/2017,02/14/2017,02/14/2017,,,,2,3,,,01/30/2020,220000,220000,retail sales,0,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94118,"(37.78794551577577, -122.45072253018225)",145323987009,10,8,6,31,54,11,1,9,11
201702149344,8,otc alterations permit,02/14/2017,1010,006,3518,,Sacramento,St,,,"to comply nov 201261884, adminstration revision to pa#200007316493 & 2000006142628, foundation seismic steel ada barrier removal, remove attic build new residence. this permit is to document full scope of work to be completed and document payment of fees based on additional $220,000.",issued,02/14/2017,02/14/2017,02/14/2017,,,,2,3,,,01/30/2020,220000,220000,retail sales,0,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94118,"(37.78794551577577, -122.45072253018225)",1453240386880,10,8,6,31,54,11,1,9,11
201702159499,8,otc alterations permit,02/15/2017,0227,016,672,,Sacramento,St,0,,convert existing sprinkler monitoring system to a building fa system to provide notification in residential portion of the building. notification is not required in the low rise b (restauarnt) portion of the building. reference permit pa 200905279178,complete,01/22/2018,02/15/2017,03/15/2017,01/22/2018,,,5,5,,Y,03/10/2018,3800,6000,1 family dwelling,1,tourist hotel/motel,1,2,,3,constr type 3,3,constr type 3,,3,Chinatown,94111,"(37.79377467410348, -122.40415698433729)",1453462296576,104,6,3,6,28860,3,10,1,2
201702159499,8,otc alterations permit,02/15/2017,0227,016,674,,Sacramento,St,,,convert existing sprinkler monitoring system to a building fa system to provide notification in residential portion of the building. notification is not required in the low rise b (restauarnt) portion of the building. reference permit pa 200905279178,complete,01/22/2018,02/15/2017,03/15/2017,01/22/2018,,,5,5,,Y,03/10/2018,3800,6000,1 family dwelling,1,tourist hotel/motel,1,2,,3,constr type 3,3,constr type 3,,3,Chinatown,94111,"(37.79377467410348, -122.40415698433729)",1453463373457,104,6,3,6,28860,3,10,1,2
M761827,8,otc alterations permit,02/16/2017,0222A,052,1170,,Sacramento,St,14,D,street space permit,issued,02/16/2017,02/16/2017,02/16/2017,,,,,,,,,,1,,,,,,,,,,,,3,Nob Hill,94108,"(37.79293048567304, -122.41218963211746)",145356263061,16,6,3,21,28857,3,10,1,2
M762467,8,otc alterations permit,02/21/2017,0641,010,1919,,Sacramento,St,,,street space,issued,02/21/2017,02/21/2017,02/21/2017,,,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94109,"(37.79068284214438, -122.42517918428756)",145380877383,102,4,6,30,28858,13,1,6,11
201702219779,8,otc alterations permit,02/21/2017,1006,029,3170,,Sacramento,St,,HOA,reroofing,complete,03/23/2017,02/21/2017,02/21/2017,03/23/2017,,,2,2,,,02/16/2018,25000,25000,apartments,14,apartments,14,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78867049794189, -122.4453316810311)",1453853468947,102,8,6,30,29490,13,1,9,11
M762767,8,otc alterations permit,02/22/2017,0222,009,1100,,Sacramento,St,,,street space,issued,02/22/2017,02/22/2017,02/22/2017,,,,,,,,,,1,,,,,,,,,,,,3,Nob Hill,94108,"(37.79294651184879, -122.41140684124001)",145391962957,16,6,3,21,28857,3,10,1,2
201702229855,8,otc alterations permit,02/22/2017,1014,075,3918,,Sacramento,St,,,remove/replace rotted windows & affected siding w/same size windows (12); not visible to street.,complete,05/03/2017,02/22/2017,02/22/2017,05/03/2017,,,3,3,,,02/17/2018,3500,3500,apartments,3,apartments,3,0,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94118,"(37.78710171410299, -122.4573754001778)",1453954496196,10,8,6,31,54,11,1,9,11
201702240078,8,otc alterations permit,02/24/2017,1009,012,3454,,Sacramento,St,,,reroofing. n/a for maher,complete,03/17/2017,02/24/2017,02/24/2017,03/17/2017,,,2,2,,,02/19/2018,13000,13000,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94118,"(37.78811519063625, -122.44958547103316)",145426386983,10,8,6,31,54,13,1,9,11
201702270209,8,otc alterations permit,02/27/2017,0631,020,2684,,Sacramento,St,,,"reconfigure main staircase; reconfigure 1st floor bath rm, closet & bedrm closet; reconfigure 2nd floor powder rm, relocate coat closet; reconfigure 3rd fl master bathrm, master closet, office, bedroom, closets and common bathrm. enlarge roof deck hatch. all walls being changed are not bearing",complete,04/06/2017,02/27/2017,03/14/2017,04/06/2017,,,3,3,,,03/09/2018,20000,30000,2 family dwelling,2,2 family dwelling,2,2,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78968774114685, -122.43710220251172)",145444576978,102,4,6,30,29490,13,1,9,11
201702270209,8,otc alterations permit,02/27/2017,0631,020,2686,,Sacramento,St,,,"reconfigure main staircase; reconfigure 1st floor bath rm, closet & bedrm closet; reconfigure 2nd floor powder rm, relocate coat closet; reconfigure 3rd fl master bathrm, master closet, office, bedroom, closets and common bathrm. enlarge roof deck hatch. all walls being changed are not bearing",complete,04/06/2017,02/27/2017,03/14/2017,04/06/2017,,,3,3,,,03/09/2018,20000,30000,2 family dwelling,2,2 family dwelling,2,2,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78968774114685, -122.43710220251172)",1454446502805,102,4,6,30,29490,13,1,9,11
M764367,8,otc alterations permit,02/27/2017,0219,007,1430,,Sacramento,St,0,,street space,issued,02/27/2017,02/27/2017,02/27/2017,,,,,,,,,,1,,,,,,,,,,,,3,Nob Hill,94109,"(37.79225477208468, -122.41660510445173)",1454458297105,16,6,3,21,28858,5,10,1,2
201703010376,8,otc alterations permit,03/01/2017,0632,002A,2730,,Sacramento,St,,,fire sprinkler system to accommodate new unit #13. conversion and install fire sprinklers in entire lobby. arch. pa#201602129574. n/a ordinance #155-13,issued,03/01/2017,03/01/2017,03/01/2017,,,,4,4,,Y,02/24/2018,6000,8934.52,apartments,12,apartments,13,2,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.7895808243718, -122.43786103136216)",145466977009,102,4,6,30,29490,13,1,9,11
201703010397,8,otc alterations permit,03/01/2017,0237,014,353,,Sacramento,St,,,9th & 22nd flr: relocate 27 pendents remove 1 pendent  maher na,complete,03/29/2017,03/01/2017,03/01/2017,03/29/2017,,,23,23,,Y,02/24/2018,20728,22000,office,,office,,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94111,"(37.793939246651824, -122.3997359594495)",145469763381,108,6,3,8,28860,4,10,1,2
201703020568,3,additions alterations or repairs,03/02/2017,1003,018,2888,,Sacramento,St,0,,"garage expansion.remodel(e)garage.replace(e)9'4"" driveway with(n) 21'driveway.(n)stairs to lower level(e) door to maintain independant access to rental units.reconfigure(e)stair at lower level for access to bsmt below &main level above.remodel main level. ** maher: n/a **",filed,03/02/2017,03/02/2017,,,,Y,4,4,,,,150000,,apartments,4,apartments,4,2,,5,wood frame (5),5,wood frame (5),Y,2,Pacific Heights,94115,"(37.78919629605709, -122.44038173871637)",1454934420983,102,4,6,30,29490,13,1,9,11
201703030657,8,otc alterations permit,03/03/2017,1023,038,3143,,Sacramento,St,,,to obtain final inspection for work approved under pa#2011-10-07-6359,complete,10/11/2017,03/03/2017,03/03/2017,10/11/2017,,,2,4,,,02/26/2018,1,1,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78825639964859, -122.44458845898657)",145505087415,102,8,6,30,29490,13,1,9,11
201703030657,8,otc alterations permit,03/03/2017,1023,038,3145,,Sacramento,St,,,to obtain final inspection for work approved under pa#2011-10-07-6359,complete,10/11/2017,03/03/2017,03/03/2017,10/11/2017,,,2,4,,,02/26/2018,1,1,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78825639964859, -122.44458845898657)",1455051382045,102,8,6,30,29490,13,1,9,11
